('Fold : ', 0)
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.1 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use SSE4.2 instructions, but these are available on your machine and could speed up CPU computations.
W tensorflow/core/platform/cpu_feature_guard.cc:45] The TensorFlow library wasn't compiled to use AVX instructions, but these are available on your machine and could speed up CPU computations.
Iter 125, Minibatch Loss= 131.482239, Training Accuracy= 0.98000
Iter 126, Minibatch Loss= 99.995598, Training Accuracy= 0.98000
Iter 127, Minibatch Loss= 132.541751, Training Accuracy= 0.98667
Iter 128, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 129, Minibatch Loss= 197.135208, Training Accuracy= 0.98667
Iter 130, Minibatch Loss= 77.271876, Training Accuracy= 0.99333
Iter 131, Minibatch Loss= 7.654948, Training Accuracy= 0.99333
Iter 132, Minibatch Loss= 253.668070, Training Accuracy= 0.98667
Iter 133, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 134, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 135, Minibatch Loss= 22.684036, Training Accuracy= 0.99333
Iter 136, Minibatch Loss= 51.373439, Training Accuracy= 0.98667
Iter 137, Minibatch Loss= 31.606979, Training Accuracy= 0.99333
Iter 138, Minibatch Loss= 34.079519, Training Accuracy= 0.98667
Iter 139, Minibatch Loss= 287.186442, Training Accuracy= 0.96667
Iter 140, Minibatch Loss= 174.845393, Training Accuracy= 0.97333
Iter 141, Minibatch Loss= 337.213458, Training Accuracy= 0.96000
Iter 142, Minibatch Loss= 31.848124, Training Accuracy= 0.99333
Iter 143, Minibatch Loss= 174.729426, Training Accuracy= 0.97333
Iter 144, Minibatch Loss= 763.504842, Training Accuracy= 0.94000
Iter 145, Minibatch Loss= 165.316325, Training Accuracy= 0.98667
Iter 146, Minibatch Loss= 729.143316, Training Accuracy= 0.92667
Iter 147, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 148, Minibatch Loss= 179.357269, Training Accuracy= 0.96667
Iter 149, Minibatch Loss= 30.712161, Training Accuracy= 0.99333
Iter 150, Minibatch Loss= 156.118286, Training Accuracy= 0.98000
Iter 151, Minibatch Loss= 100.232971, Training Accuracy= 0.99333
Iter 152, Minibatch Loss= 78.593126, Training Accuracy= 0.98000
Iter 153, Minibatch Loss= 32.668048, Training Accuracy= 0.99333
Iter 154, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 155, Minibatch Loss= 124.464361, Training Accuracy= 0.98667
Iter 156, Minibatch Loss= 218.987129, Training Accuracy= 0.97333
Iter 157, Minibatch Loss= 134.429820, Training Accuracy= 0.99333
Iter 158, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 159, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 160, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 161, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 162, Minibatch Loss= 39.164897, Training Accuracy= 0.99333
Iter 163, Minibatch Loss= 120.866007, Training Accuracy= 0.98667
Iter 164, Minibatch Loss= 139.277242, Training Accuracy= 0.99333
Iter 165, Minibatch Loss= 89.417918, Training Accuracy= 0.98667
Iter 166, Minibatch Loss= 19.555313, Training Accuracy= 0.99333
Iter 167, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 168, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 169, Minibatch Loss= 172.170939, Training Accuracy= 0.98000
Iter 170, Minibatch Loss= 4.821693, Training Accuracy= 0.99333
Iter 171, Minibatch Loss= 42.761927, Training Accuracy= 0.99333
Iter 172, Minibatch Loss= 13.236354, Training Accuracy= 0.99333
Iter 173, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 174, Minibatch Loss= 142.127106, Training Accuracy= 0.99333
Iter 175, Minibatch Loss= 240.609456, Training Accuracy= 0.98667
Iter 176, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 177, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 178, Minibatch Loss= 40.997187, Training Accuracy= 0.99333
Iter 179, Minibatch Loss= 24.707214, Training Accuracy= 0.98667
Iter 180, Minibatch Loss= 78.884532, Training Accuracy= 0.98667
Iter 181, Minibatch Loss= 25.594765, Training Accuracy= 0.99333
Iter 182, Minibatch Loss= 0.670130, Training Accuracy= 0.99333
Iter 183, Minibatch Loss= 24.664271, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 46.313385, Training Accuracy= 0.99333
Iter 185, Minibatch Loss= 194.156962, Training Accuracy= 0.98667
Iter 186, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 187, Minibatch Loss= 60.309845, Training Accuracy= 0.99333
Iter 188, Minibatch Loss= 125.749847, Training Accuracy= 0.99333
Iter 189, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 190, Minibatch Loss= 98.409609, Training Accuracy= 0.98000
Iter 191, Minibatch Loss= 54.463058, Training Accuracy= 0.99333
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 22.811198, Training Accuracy= 0.98667
Iter 194, Minibatch Loss= 11.670886, Training Accuracy= 0.98667
Iter 195, Minibatch Loss= 72.768539, Training Accuracy= 0.98667
Iter 196, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 197, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 198, Minibatch Loss= 35.587265, Training Accuracy= 0.99333
Iter 199, Minibatch Loss= 0.000000, Training Accuracy= 1.00000

Training complete!
Model saved in file: tempModelsCNNFolds/model7.ckpt
('accuracy : ', 0.73333333333333328)
('precision : ', 0.65333333333333343)
('recall : ', 0.73333333333333328)
('f1 : ', 0.68888888888888877)


('Fold : ', 8)
Iter 0, Minibatch Loss= 134402.434896, Training Accuracy= 0.17333
Iter 1, Minibatch Loss= 109172.458333, Training Accuracy= 0.24000
Iter 2, Minibatch Loss= 88524.122396, Training Accuracy= 0.20000
Iter 3, Minibatch Loss= 70010.661458, Training Accuracy= 0.23333
Iter 4, Minibatch Loss= 61640.673177, Training Accuracy= 0.28667
Iter 5, Minibatch Loss= 66930.121094, Training Accuracy= 0.29333
Iter 6, Minibatch Loss= 45456.023438, Training Accuracy= 0.39333
Iter 7, Minibatch Loss= 46607.545573, Training Accuracy= 0.40667
Iter 8, Minibatch Loss= 33995.054688, Training Accuracy= 0.48667
Iter 9, Minibatch Loss= 34093.989583, Training Accuracy= 0.42667
Iter 10, Minibatch Loss= 34710.647786, Training Accuracy= 0.44667
Iter 11, Minibatch Loss= 25409.539714, Training Accuracy= 0.48667
Iter 12, Minibatch Loss= 17196.403971, Training Accuracy= 0.58000
Iter 13, Minibatch Loss= 19179.259440, Training Accuracy= 0.62000
Iter 14, Minibatch Loss= 19406.136068, Training Accuracy= 0.62000
Iter 15, Minibatch Loss= 11673.029948, Training Accuracy= 0.70667
Iter 16, Minibatch Loss= 10601.277018, Training Accuracy= 0.74000
Iter 17, Minibatch Loss= 13450.389974, Training Accuracy= 0.72000
Iter 18, Minibatch Loss= 11835.672201, Training Accuracy= 0.73333
Iter 19, Minibatch Loss= 12817.115560, Training Accuracy= 0.68000
Iter 20, Minibatch Loss= 10084.693034, Training Accuracy= 0.72667
Iter 21, Minibatch Loss= 7660.018717, Training Accuracy= 0.81333
Iter 22, Minibatch Loss= 7183.755859, Training Accuracy= 0.81333
Iter 23, Minibatch Loss= 8609.696615, Training Accuracy= 0.73333
Iter 24, Minibatch Loss= 7723.798340, Training Accuracy= 0.83333
Iter 25, Minibatch Loss= 9051.070475, Training Accuracy= 0.79333
Iter 26, Minibatch Loss= 2969.589925, Training Accuracy= 0.84667
Iter 27, Minibatch Loss= 4517.296468, Training Accuracy= 0.83333
Iter 28, Minibatch Loss= 5918.118896, Training Accuracy= 0.85333
Iter 29, Minibatch Loss= 3170.626139, Training Accuracy= 0.86667
Iter 30, Minibatch Loss= 3999.912272, Training Accuracy= 0.83333
Iter 31, Minibatch Loss= 2444.643799, Training Accuracy= 0.90000
Iter 32, Minibatch Loss= 3291.860758, Training Accuracy= 0.86000
Iter 33, Minibatch Loss= 2518.905233, Training Accuracy= 0.91333
Iter 34, Minibatch Loss= 3143.212402, Training Accuracy= 0.86667
Iter 35, Minibatch Loss= 2739.079264, Training Accuracy= 0.87333
Iter 36, Minibatch Loss= 3548.009562, Training Accuracy= 0.85333
Iter 37, Minibatch Loss= 3526.092773, Training Accuracy= 0.87333
Iter 38, Minibatch Loss= 1776.879354, Training Accuracy= 0.92000
Iter 39, Minibatch Loss= 3319.322469, Training Accuracy= 0.86667
Iter 40, Minibatch Loss= 2742.755605, Training Accuracy= 0.85333
Iter 41, Minibatch Loss= 2531.546468, Training Accuracy= 0.88667
Iter 42, Minibatch Loss= 2322.906952, Training Accuracy= 0.90667
Iter 43, Minibatch Loss= 1170.987813, Training Accuracy= 0.91333
Iter 44, Minibatch Loss= 1334.169205, Training Accuracy= 0.94000
Iter 45, Minibatch Loss= 2036.048055, Training Accuracy= 0.92000
Iter 46, Minibatch Loss= 653.066783, Training Accuracy= 0.96667
Iter 47, Minibatch Loss= 1477.794434, Training Accuracy= 0.92667
Iter 48, Minibatch Loss= 856.189311, Training Accuracy= 0.97333
Iter 49, Minibatch Loss= 201.890727, Training Accuracy= 0.96000
Iter 50, Minibatch Loss= 1536.066386, Training Accuracy= 0.93333
Iter 51, Minibatch Loss= 1028.047472, Training Accuracy= 0.94667
Iter 52, Minibatch Loss= 433.845113, Training Accuracy= 0.98000
Iter 53, Minibatch Loss= 358.518473, Training Accuracy= 0.97333
Iter 54, Minibatch Loss= 713.658040, Training Accuracy= 0.94000
Iter 55, Minibatch Loss= 248.125834, Training Accuracy= 0.96667
Iter 56, Minibatch Loss= 389.649480, Training Accuracy= 0.96000
Iter 57, Minibatch Loss= 1220.205938, Training Accuracy= 0.95333
Iter 58, Minibatch Loss= 754.115125, Training Accuracy= 0.94667
Iter 59, Minibatch Loss= 67.866404, Training Accuracy= 0.98667
Iter 60, Minibatch Loss= 573.307251, Training Accuracy= 0.97333
Iter 61, Minibatch Loss= 532.646886, Training Accuracy= 0.94000
Iter 62, Minibatch Loss= 1089.433757, Training Accuracy= 0.91333
Iter 63, Minibatch Loss= 947.323975, Training Accuracy= 0.96667
Iter 64, Minibatch Loss= 232.831930, Training Accuracy= 0.98000
Iter 65, Minibatch Loss= 648.367518, Training Accuracy= 0.97333
Iter 66, Minibatch Loss= 139.701510, Training Accuracy= 0.97333
Iter 67, Minibatch Loss= 341.294347, Training Accuracy= 0.98000
Iter 68, Minibatch Loss= 1163.638550, Training Accuracy= 0.94000
Iter 69, Minibatch Loss= 377.849304, Training Accuracy= 0.97333
Iter 70, Minibatch Loss= 304.238515, Training Accuracy= 0.96000
Iter 71, Minibatch Loss= 233.809835, Training Accuracy= 0.99333
Iter 72, Minibatch Loss= 38.651405, Training Accuracy= 0.99333
Iter 73, Minibatch Loss= 117.341766, Training Accuracy= 0.99333
Iter 74, Minibatch Loss= 160.480337, Training Accuracy= 0.98667
Iter 75, Minibatch Loss= 263.348567, Training Accuracy= 0.98000
Iter 76, Minibatch Loss= 745.683512, Training Accuracy= 0.96667
Iter 77, Minibatch Loss= 109.027786, Training Accuracy= 0.98667
Iter 78, Minibatch Loss= 284.281975, Training Accuracy= 0.98000
Iter 79, Minibatch Loss= 121.576382, Training Accuracy= 0.97333
Iter 80, Minibatch Loss= 311.943359, Training Accuracy= 0.97333
Iter 81, Minibatch Loss= 544.819214, Training Accuracy= 0.97333
Iter 82, Minibatch Loss= 99.761536, Training Accuracy= 0.99333
Iter 83, Minibatch Loss= 917.493510, Training Accuracy= 0.96000
Iter 84, Minibatch Loss= 440.341349, Training Accuracy= 0.98667
Iter 85, Minibatch Loss= 235.585517, Training Accuracy= 0.97333
Iter 86, Minibatch Loss= 655.002543, Training Accuracy= 0.98667
Iter 87, Minibatch Loss= 208.818751, Training Accuracy= 0.98000
Iter 88, Minibatch Loss= 137.714722, Training Accuracy= 0.99333
Iter 89, Minibatch Loss= 27.577916, Training Accuracy= 0.99333
Iter 90, Minibatch Loss= 136.504578, Training Accuracy= 0.98667
Iter 91, Minibatch Loss= 231.916972, Training Accuracy= 0.98667
Iter 92, Minibatch Loss= 248.722127, Training Accuracy= 0.97333
Iter 93, Minibatch Loss= 179.083984, Training Accuracy= 0.98000
Iter 94, Minibatch Loss= 732.341970, Training Accuracy= 0.98000
Iter 95, Minibatch Loss= 518.234044, Training Accuracy= 0.96667
Iter 96, Minibatch Loss= 143.787135, Training Accuracy= 0.98000
Iter 97, Minibatch Loss= 430.091726, Training Accuracy= 0.97333
Iter 98, Minibatch Loss= 208.125631, Training Accuracy= 0.98000
Iter 99, Minibatch Loss= 151.458103, Training Accuracy= 0.98667
Iter 100, Minibatch Loss= 45.183904, Training Accuracy= 0.99333
Iter 101, Minibatch Loss= 209.386617, Training Accuracy= 0.96667
Iter 102, Minibatch Loss= 7.879844, Training Accuracy= 0.98667
Iter 103, Minibatch Loss= 236.173177, Training Accuracy= 0.98667
Iter 104, Minibatch Loss= 74.350471, Training Accuracy= 0.98667
Iter 105, Minibatch Loss= 429.559255, Training Accuracy= 0.98000
Iter 106, Minibatch Loss= 175.456350, Training Accuracy= 0.98000
Iter 107, Minibatch Loss= 587.821431, Training Accuracy= 0.97333
Iter 108, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 109, Minibatch Loss= 28.512449, Training Accuracy= 0.99333
Iter 110, Minibatch Loss= 66.146978, Training Accuracy= 0.99333
Iter 111, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 112, Minibatch Loss= 320.868805, Training Accuracy= 0.98667
Iter 113, Minibatch Loss= 10.261614, Training Accuracy= 0.99333
Iter 114, Minibatch Loss= 21.802995, Training Accuracy= 0.98667
Iter 115, Minibatch Loss= 122.047368, Training Accuracy= 0.98667
Iter 116, Minibatch Loss= 219.990580, Training Accuracy= 0.99333
Iter 117, Minibatch Loss= 204.146383, Training Accuracy= 0.98000
Iter 118, Minibatch Loss= 563.495544, Training Accuracy= 0.97333
Iter 119, Minibatch Loss= 72.035970, Training Accuracy= 0.98667
Iter 120, Minibatch Loss= 741.162140, Training Accuracy= 0.96667
Iter 121, Minibatch Loss= 267.335938, Training Accuracy= 0.98667
Iter 122, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 123, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 124, Minibatch Loss= 15.757031, Training Accuracy= 0.98667
Iter 125, Minibatch Loss= 163.046539, Training Accuracy= 0.98667
Iter 126, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 127, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 128, Minibatch Loss= 125.026143, Training Accuracy= 0.99333
Iter 129, Minibatch Loss= 202.647805, Training Accuracy= 0.98667
Iter 130, Minibatch Loss= 206.462915, Training Accuracy= 0.98667
Iter 131, Minibatch Loss= 70.143127, Training Accuracy= 0.99333
Iter 132, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 133, Minibatch Loss= 117.173859, Training Accuracy= 0.98667
Iter 134, Minibatch Loss= 157.928932, Training Accuracy= 0.98667
Iter 135, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 136, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 137, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 138, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 139, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 140, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 141, Minibatch Loss= 50.096614, Training Accuracy= 0.99333
Iter 142, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 143, Minibatch Loss= 12.492968, Training Accuracy= 0.99333
Iter 144, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 145, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 146, Minibatch Loss= 23.260834, Training Accuracy= 0.99333
Iter 147, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 148, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 149, Minibatch Loss= 127.637029, Training Accuracy= 0.98667
Iter 150, Minibatch Loss= 254.166227, Training Accuracy= 0.98667
Iter 151, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 152, Minibatch Loss= 160.415375, Training Accuracy= 0.98667
Iter 153, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 154, Minibatch Loss= 67.640676, Training Accuracy= 0.98667
Iter 155, Minibatch Loss= 82.371877, Training Accuracy= 0.99333
Iter 156, Minibatch Loss= 259.822768, Training Accuracy= 0.98000
Iter 157, Minibatch Loss= 63.280050, Training Accuracy= 0.99333
Iter 158, Minibatch Loss= 414.316518, Training Accuracy= 0.98000
Iter 159, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 160, Minibatch Loss= 81.731901, Training Accuracy= 0.98667
Iter 161, Minibatch Loss= 172.460676, Training Accuracy= 0.98667
Iter 162, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 163, Minibatch Loss= 164.553126, Training Accuracy= 0.98000
Iter 164, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 165, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 166, Minibatch Loss= 362.278239, Training Accuracy= 0.99333
Iter 167, Minibatch Loss= 24.627734, Training Accuracy= 0.99333
Iter 168, Minibatch Loss= 241.928467, Training Accuracy= 0.98667
Iter 169, Minibatch Loss= 74.518071, Training Accuracy= 0.99333
Iter 170, Minibatch Loss= 5.230287, Training Accuracy= 0.99333
Iter 171, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 172, Minibatch Loss= 57.317607, Training Accuracy= 0.99333
Iter 173, Minibatch Loss= 90.814351, Training Accuracy= 0.99333
Iter 174, Minibatch Loss= 131.693937, Training Accuracy= 0.98000
Iter 175, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 176, Minibatch Loss= 97.070933, Training Accuracy= 0.98667
Iter 177, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 178, Minibatch Loss= 34.660728, Training Accuracy= 0.99333
Iter 179, Minibatch Loss= 49.152344, Training Accuracy= 0.99333
Iter 180, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 181, Minibatch Loss= 32.730156, Training Accuracy= 0.99333
Iter 182, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 183, Minibatch Loss= 44.746078, Training Accuracy= 0.99333
Iter 184, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 185, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 186, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 187, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 188, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 189, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 190, Minibatch Loss= 12.426823, Training Accuracy= 0.99333
Iter 191, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 192, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 193, Minibatch Loss= 107.128255, Training Accuracy= 0.99333
Iter 194, Minibatch Loss= 99.342651, Training Accuracy= 0.99333
Iter 195, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 196, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 197, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 198, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
Iter 199, Minibatch Loss= 0.000000, Training Accuracy= 1.00000

Training complete!
Model saved in file: tempModelsCNNFolds/model8.ckpt
('accuracy : ', 0.8571428571428571)
('precision : ', 0.79999999999999993)
('recall : ', 0.8571428571428571)
('f1 : ', 0.82539682539682535)


('Fold : ', 9)
Iter 0, Minibatch Loss= 269835.531250, Training Accuracy= 0.22000
Iter 1, Minibatch Loss= 173485.520833, Training Accuracy= 0.26667
Iter 2, Minibatch Loss= 142686.770833, Training Accuracy= 0.17333
Iter 3, Minibatch Loss= 127389.140625, Training Accuracy= 0.19333
Iter 4, Minibatch Loss= 98362.890625, Training Accuracy= 0.30667
Iter 5, Minibatch Loss= 103368.325521, Training Accuracy= 0.24667
Iter 6, Minibatch Loss= 74853.848958, Training Accuracy= 0.35333
Iter 7, Minibatch Loss= 72315.414062, Training Accuracy= 0.34000
Iter 8, Minibatch Loss= 61870.348958, Training Accuracy= 0.30000
Iter 9, Minibatch Loss= 50555.812500, Training Accuracy= 0.39333
Iter 10, Minibatch Loss= 49729.820312, Training Accuracy= 0.41333
Iter 11, Minibatch Loss= 54975.442708, Training Accuracy= 0.40667
Iter 12, Minibatch Loss= 51132.841146, Training Accuracy= 0.42667
Iter 13, Minibatch Loss= 38714.043620, Training Accuracy= 0.48667
Iter 14, Minibatch Loss= 33607.908203, Training Accuracy= 0.48000
Iter 15, Minibatch Loss= 33279.500000, Training Accuracy= 0.50667
Iter 16, Minibatch Loss= 35340.600260, Training Accuracy= 0.52000
Iter 17, Minibatch Loss= 32178.159831, Training Accuracy= 0.54667
Iter 18, Minibatch Loss= 25738.888021, Training Accuracy= 0.58667
Iter 19, Minibatch Loss= 23794.283203, Training Accuracy= 0.56667
Iter 20, Minibatch Loss= 23741.729818, Training Accuracy= 0.63333
Iter 21, Minibatch Loss= 17751.415690, Training Accuracy= 0.64667
Iter 22, Minibatch Loss= 16117.052409, Training Accuracy= 0.72000
Iter 23, Minibatch Loss= 19317.760417, Training Accuracy= 0.63333
Iter 24, Minibatch Loss= 13930.911458, Training Accuracy= 0.69333
Iter 25, Minibatch Loss= 13898.383138, Training Accuracy= 0.70667
Iter 26, Minibatch Loss= 13446.519043, Training Accuracy= 0.74000
Iter 27, Minibatch Loss= 11303.805990, Training Accuracy= 0.72667
Iter 28, Minibatch Loss= 6191.889486, Training Accuracy= 0.78667
Iter 29, Minibatch Loss= 4754.457113, Training Accuracy= 0.84667
Iter 30, Minibatch Loss= 9307.437500, Training Accuracy= 0.79333
Iter 31, Minibatch Loss= 5949.607259, Training Accuracy= 0.80667
Iter 32, Minibatch Loss= 7027.973796, Training Accuracy= 0.78000
Iter 33, Minibatch Loss= 5666.372538, Training Accuracy= 0.82667
Iter 34, Minibatch Loss= 8257.298177, Training Accuracy= 0.80667
Iter 35, Minibatch Loss= 10180.069336, Training Accuracy= 0.76667
Iter 36, Minibatch Loss= 6972.412191, Training Accuracy= 0.78000
Iter 37, Minibatch Loss= 7376.784342, Training Accuracy= 0.80667
Iter 38, Minibatch Loss= 3643.875570, Training Accuracy= 0.89333
Iter 39, Minibatch Loss= 2840.211507, Training Accuracy= 0.86667
Iter 40, Minibatch Loss= 3679.744303, Training Accuracy= 0.87333
Iter 41, Minibatch Loss= 4993.568441, Training Accuracy= 0.90000
Iter 42, Minibatch Loss= 4246.830933, Training Accuracy= 0.85333
Iter 43, Minibatch Loss= 4177.346273, Training Accuracy= 0.88000
Iter 44, Minibatch Loss= 2962.264364, Training Accuracy= 0.89333
Iter 45, Minibatch Loss= 2158.246826, Training Accuracy= 0.91333
Iter 46, Minibatch Loss= 2216.891724, Training Accuracy= 0.92000
Iter 47, Minibatch Loss= 5592.294922, Training Accuracy= 0.87333
Iter 48, Minibatch Loss= 3654.645101, Training Accuracy= 0.88667
Iter 49, Minibatch Loss= 1746.584717, Training Accuracy= 0.88667
Iter 50, Minibatch Loss= 1989.196981, Training Accuracy= 0.92000
Iter 51, Minibatch Loss= 2064.406372, Training Accuracy= 0.92000
Iter 52, Minibatch Loss= 2071.383504, Training Accuracy= 0.88667
Iter 53, Minibatch Loss= 1035.672587, Training Accuracy= 0.94667
Iter 54, Minibatch Loss= 2148.330139, Training Accuracy= 0.87333
Iter 55, Minibatch Loss= 2372.033732, Training Accuracy= 0.91333
Iter 56, Minibatch Loss= 1886.412394, Training Accuracy= 0.88667
Iter 57, Minibatch Loss= 1031.200972, Training Accuracy= 0.92667
Iter 58, Minibatch Loss= 1746.488607, Training Accuracy= 0.91333
Iter 59, Minibatch Loss= 957.693929, Training Accuracy= 0.94667
Iter 60, Minibatch Loss= 907.240753, Training Accuracy= 0.92667
Iter 61, Minibatch Loss= 792.929728, Training Accuracy= 0.97333
Iter 62, Minibatch Loss= 424.940605, Training Accuracy= 0.96000
Iter 63, Minibatch Loss= 2131.603597, Training Accuracy= 0.91333
Iter 64, Minibatch Loss= 221.904622, Training Accuracy= 0.98000
Iter 65, Minibatch Loss= 901.567716, Training Accuracy= 0.94000
Iter 66, Minibatch Loss= 601.384229, Training Accuracy= 0.94667
Iter 67, Minibatch Loss= 1098.401474, Training Accuracy= 0.93333
Iter 68, Minibatch Loss= 1719.875580, Training Accuracy= 0.92667
Iter 69, Minibatch Loss= 679.753703, Training Accuracy= 0.95333
Iter 70, Minibatch Loss= 359.243200, Training Accuracy= 0.97333
Iter 71, Minibatch Loss= 1483.684418, Training Accuracy= 0.93333
Iter 72, Minibatch Loss= 439.472809, Training Accuracy= 0.96667
Iter 73, Minibatch Loss= 1739.111410, Training Accuracy= 0.94000
Iter 74, Minibatch Loss= 2151.173299, Training Accuracy= 0.94667
Iter 75, Minibatch Loss= 400.667038, Training Accuracy= 0.96667
Iter 76, Minibatch Loss= 593.094666, Training Accuracy= 0.97333
Iter 77, Minibatch Loss= 704.869558, Training Accuracy= 0.96000
Iter 78, Minibatch Loss= 656.415782, Training Accuracy= 0.94667
Iter 79, Minibatch Loss= 29.901680, Training Accuracy= 0.99333
Iter 80, Minibatch Loss= 253.207820, Training Accuracy= 0.98000
Iter 81, Minibatch Loss= 825.121399, Training Accuracy= 0.95333
Iter 82, Minibatch Loss= 389.694814, Training Accuracy= 0.98000
Iter 83, Minibatch Loss= 309.317638, Training Accuracy= 0.98000
Iter 84, Minibatch Loss= 434.017602, Training Accuracy= 0.97333
Iter 85, Minibatch Loss= 194.887004, Training Accuracy= 0.98667
Iter 86, Minibatch Loss= 86.058543, Training Accuracy= 0.98667
Iter 87, Minibatch Loss= 536.463348, Training Accuracy= 0.96667
Iter 88, Minibatch Loss= 650.404317, Training Accuracy= 0.96000
Iter 89, Minibatch Loss= 284.541992, Training Accuracy= 0.96000
Iter 90, Minibatch Loss= 127.831324, Training Accuracy= 0.98667
Iter 91, Minibatch Loss= 192.897079, Training Accuracy= 0.97333
Iter 92, Minibatch Loss= 379.119812, Training Accuracy= 0.96667
Iter 93, Minibatch Loss= 292.644608, Training Accuracy= 0.98667
Iter 94, Minibatch Loss= 82.475861, Training Accuracy= 0.98000
Iter 95, Minibatch Loss= 373.014211, Training Accuracy= 0.96667
Iter 96, Minibatch Loss= 334.650767, Training Accuracy= 0.98000
Iter 97, Minibatch Loss= 209.017400, Training Accuracy= 0.98667
Iter 98, Minibatch Loss= 71.742086, Training Accuracy= 0.98667
Iter 99, Minibatch Loss= 54.308777, Training Accuracy= 0.98667
Iter 100, Minibatch Loss= 44.149921, Training Accuracy= 0.98667
Iter 101, Minibatch Loss= 269.117872, Training Accuracy= 0.96000
Iter 102, Minibatch Loss= 176.502345, Training Accuracy= 0.98667
Iter 103, Minibatch Loss= 288.962779, Training Accuracy= 0.98000
Iter 104, Minibatch Loss= 31.621615, Training Accuracy= 0.98667
Iter 105, Minibatch Loss= 70.013179, Training Accuracy= 0.98667
Iter 106, Minibatch Loss= 327.524119, Training Accuracy= 0.98000
Iter 107, Minibatch Loss= 0.000000, Training Accuracy= 1.00000
